Project Name ,Developer Name,Location,Asset Type,Unit Type,BUA,Land Area,Garden,Unit Price,PSM,Payment yrs raw,Payment Yrs,Down Payment ,Delivery %,Cash discount,Delivery Date,Finishing Specs.,Maintenance,Phase,Date of Update,Updated by,Source of info.,Months from Update,Notes,Offering
sun capital,Arabia Holding,October Gardens,Residential,Apartment,140,,,9500000,67857.14286,6,6 Yrs,0.1,,,2026,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Rent
sun capital,Arabia Holding,October Gardens,Residential,Apartment,138,,93,11000000,79710.14493,6,6 Yrs,0.1,,,2026,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
sun capital,Arabia Holding,October Gardens,Residential,Duplex,185,,,11500000,62162.16216,6,6 Yrs,0.1,,,2026,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
sun capital,Arabia Holding,October Gardens,Residential,Penthouse,178,,,13715688,77054.42697,6,6 Yrs,0.1,,,2026,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,with a roof 60m,Rent
badya,Palm Hills,October Gardens,Residential,Apartment,61,,,6339300,103922.9508,8,Cash - 8 Yrs,0.1,,,2030,Fully Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Rent
badya,Palm Hills,October Gardens,Residential,Apartment,109,,,10128998,92926.58716,8,Cash - 8 Yrs,0.1,,,2029,Fully Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
badya,Palm Hills,October Gardens,Residential,Apartment,112,,,10438446,93200.41071,8,Cash - 8 Yrs,0.1,,,2029,Fully Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
badya,Palm Hills,October Gardens,Residential,Apartment,115,,,10829291,94167.74783,8,Cash - 8 Yrs,0.1,,,2030,Fully Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,with a roof 28m,Sell
badya,Palm Hills,October Gardens,Residential,Apartment,125,,,11037060,88296.48,8,Cash - 8 Yrs,0.1,,,2029,Fully Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
badya,Palm Hills,October Gardens,Residential,Apartment,171,,60,16293514,95283.7076,0,Cash - 8 Yrs,1,,,2025,Fully Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
badya,Palm Hills,October Gardens,Residential,Apartment,253,,,19005504,75120.56917,0,Cash - 8 Yrs,1,,,2025,Fully Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
badya,Palm Hills,October Gardens,Residential,Townhouse,191,,,17935000,93900.52356,8,8 Yrs,0.1,,,2029,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
badya,Palm Hills,October Gardens,Residential,Townhouse,214,,,18555000,86705.60748,8,8 Yrs,0.1,,,2030,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,with a roof 68m,Sell
badya,Palm Hills,October Gardens,Residential,Townhouse,218,,,20656000,94752.29358,8,8 Yrs,0.1,,,2028,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,with a roof 69m,Sell
badya,Palm Hills,October Gardens,Residential,Villa,276,,,32406000,117413.0435,8,Cash - 8 Yrs,0.1,,,2027,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
badya,Palm Hills,October Gardens,Residential,Villa,180,,,21296000,118311.1111,8,Cash - 8 Yrs,0.1,,,2030,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
badya,Palm Hills,October Gardens,Residential,Villa,504,,,48469000,96168.65079,0,Cash - 8 Yrs,1,,,2025,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Rent
badya,Palm Hills,October Gardens,Residential,Villa,512,,,51548000,100679.6875,8,Cash - 8 Yrs,0.1,,,2027,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
Villa 55,Villa 55,6th of October,Residential,Services Apartment,34,,,2845,83.67647059,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Single,Rent
Villa 55,Villa 55,6th of October,Residential,Services Apartment,34,,,3300,97.05882353,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Double,Sell
Hilton pyramid golf,Hilton pyramid golf,6th of October,Residential,Services Apartment,44,,,7800,177.2727273,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Single,Rent
Hilton pyramid golf,Hilton pyramid golf,6th of October,Residential,Services Apartment,44,,,9000,204.5454545,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Double,Rent
Royal Day,Royal Day,6th of October,Residential,Services Apartment,40,,,2400,60,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Single,Sell
Royal Day,Royal Day,6th of October,Residential,Services Apartment,45,,,3000,66.66666667,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Double,Sell
Bonne Vie Studios,Bonne Vie Studios,6th of October,Residential,Services Apartment,40,,,1000,25,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Single,Rent
Bonne Vie Studios,Bonne Vie Studios,6th of October,Residential,Services Apartment,40,,,1200,30,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Double,Sell
Tulip 6 of October Hotel,Tulip 6 of October Hotel,6th of October,Residential,Services Apartment,35,,,2150,61.42857143,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Single,Sell
Tulip 6 of October Hotel,Tulip 6 of October Hotel,6th of October,Residential,Services Apartment,40,,,2300,57.5,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Double,Sell
 Elhosary Hotel, Elhosary Hotel,6th of October,Residential,Services Apartment,30,,,1750,58.33333333,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Single,Sell
 Elhosary Hotel, Elhosary Hotel,6th of October,Residential,Services Apartment,30,,,1950,65,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Double,Sell
the home land,the home land,6th of October,Residential,Services Apartment,80,,,2850,35.625,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Single,Sell
the home land,the home land,6th of October,Residential,Services Apartment,80,,,2850,35.625,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Double,Rent
Luxury Studio House,Luxury Studio House,6th of October,Residential,Services Apartment,45,,,2850,63.33333333,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Single,Sell
Luxury Studio House,Luxury Studio House,6th of October,Residential,Services Apartment,45,,,2850,63.33333333,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Double,Sell
Al Manzel Sheikh Zayed,Al Manzel Sheikh Zayed,6th of October,Residential,Services Apartment,35,,,2700,77.14285714,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Single,Sell
Al Manzel Sheikh Zayed,Al Manzel Sheikh Zayed,6th of October,Residential,Services Apartment,35,,,2700,77.14285714,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Double,Sell
Villa 14,Villa 14,6th of October,Residential,Services Apartment,40,,,1600,40,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Single,Sell
Villa 14,Villa 14,6th of October,Residential,Services Apartment,50,,,2500,50,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Double,Sell
Bonne Vie Hotel,Bonne Vie Hotel,6th of October,Residential,Services Apartment,50,,,1400,28,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Single,Sell
Bonne Vie Hotel,Bonne Vie Hotel,6th of October,Residential,Services Apartment,70,,,2300,32.85714286,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Double,Sell
The Home Dreamland,The Home Dreamland,6th of October,Residential,Services Apartment,55,,,2050,37.27272727,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Single,Sell
The Home Dreamland,The Home Dreamland,6th of October,Residential,Services Apartment,80,,,2750,34.375,8,8 Yrs,,,,,,,,2026-01-20,M.Ezzat,Booking,00,Double,Sell
barcelo hotel,barcelo hotel,El Sheikh Zayed,Residential,Services Apartment,42,,,5000000,119047.619,7,7 Yrs,0.15,,,RTM,Furnished,0.1,,2026-01-21,M.Abdalaziz,sales office,00, grantee (15%:18%) up to25%/year,Sell
barcelo hotel,barcelo hotel,El Sheikh Zayed,Residential,Services Apartment,70,,,8250000,117857.1429,7,7 Yrs,0.15,,,RTM,Furnished,0.1,,2026-01-21,M.Abdalaziz,sales office,00, grantee (15%:18%) up to25%/year,Sell
intercontental,intercontental,El Sheikh Zayed,Residential,Services Apartment,252,,,39235000,155694.4444,0,Cash,0,,,RTM,Furnished,,,2026-01-21,M.Abdalaziz,broker,00,hotel suite with a roof 14m + 3 BD + 4 Bath,Sell
MIRAI,orbit developments,El Sheikh Zayed,Residential,Services Apartment,56,,,8120000,145000,8,8 Yrs,0.1,,,,Furnished,,,2026-01-21,M.Abdalaziz,broker,00,grantee (10% for 9YRS) up to 22%/year,Sell
arkan palm,arkan palm,El Sheikh Zayed,Residential,Services Apartment,112,,,20000000,178571.4286,6,6 Yrs,0.05,,,,Furnished,,,2026-01-21,M.Abdalaziz,sales office,00,2 BD + 3Bath - 13%(average 200$/day*270days),Sell
ZED,Ora Developers,El Sheikh Zayed,Residential,Services Apartment,110,,,14000000,127272.7273,10,10 Yrs,0.1,,,,Fully Finished,,,2026-01-21,M.Abdalaziz,broker,00,2 Bd + 2 Bath,Sell
minorca,hilton garden inn,El Sheikh Zayed,Residential,Services Apartment,110,,,9900000,90000,10,10 Yrs,0.1,,,,Fully Finished,,,2026-01-21,M.Abdalaziz,broker,00,2 Bd + 2 Bath,Sell
aeon towers,Marakez,El Sheikh Zayed,Residential,Studio,106,,,10300000,97169.81132,0,Cash,0,,,RTM,Fully Finished,,,2026-01-21,M.Abdalaziz,sales office,00,,Sell
aqmar residence,kayan developments,October Gardens,Residential,Services Apartment,38,,,3420000,90000,10,10 Yrs,0.1,,,,Fully Finished,,,2026-01-21,M.Abdalaziz,broker,00,,Sell
aqmar residence,kayan developments,October Gardens,Residential,Services Apartment,63,,,5386000,85492.06349,10,10 Yrs,0.1,,,,Fully Finished,,,2026-01-21,M.Abdalaziz,broker,00,,Sell
aqmar residence,kayan developments,October Gardens,Residential,Services Apartment,114,,,10830000,95000,10,10 Yrs,0.1,,,,Fully Finished,,,2026-01-21,M.Abdalaziz,broker,00,,Sell
