Project Name ,Developer Name,Location,Asset Type,Unit Type,BUA,Land Area,Garden,Unit Price,PSM,Payment yrs raw,Payment Yrs,Down Payment ,Delivery %,Cash discount,Delivery Date,Finishing Specs.,Maintenance,Phase,Date of Update,Updated by,Source of info.,Months from Update,Notes,Offering
karmell,SODIC,New Zayed,Residential,Apartment,159,,,16609000,104459.1195,10,10 Yrs,0.05,,,2028,Core & Shell,,,2025-09-26,Farah,Direct Sales,04,"5% Down Payment (8Yrs,10Yrs)",Rent
karmell,SODIC,New Zayed,Residential,Villa,384,,,77568000,202000,10,10 Yrs,0.05,,,2026,Core & Shell,,,2025-09-27,Farah,Direct Sales,04,"5% Down Payment (8Yrs,10Yrs)",Sell
karmell,SODIC,New Zayed,Residential,Villa,219,,,42426000,193726.0274,10,10 Yrs,0.05,,,2029,Core & Shell,,,2025-09-28,Farah,Direct Sales,04,"5% Down Payment (8Yrs,10Yrs)",Sell
karmell,SODIC,New Zayed,Residential,Villa,287,,,52055000,181376.3066,10,10 Yrs,0.05,,,RTM,Semi-Finished,,,2025-09-29,Farah,Direct Sales,04,"5% Down Payment (8Yrs,10Yrs)",Sell
karmell,SODIC,New Zayed,Residential,Villa,214,,,40587000,189658.8785,10,10 Yrs,0.05,,,2029,Core & Shell,,,2025-09-30,Farah,Direct Sales,04,"5% Down Payment (8Yrs,10Yrs)",Sell
karmell,SODIC,New Zayed,Residential,Duplex,201,,,20836000,103661.6915,10,10 Yrs,0.05,,,2028,Core & Shell,,,2025-09-25,Farah,Direct Sales,04,"5% Down Payment (8Yrs,10Yrs)",Sell
karmell,SODIC,New Zayed,Residential,Duplex,219,,,22347000,102041.0959,10,10 Yrs,0.05,,,2028,Core & Shell,,,2025-09-25,Farah,Direct Sales,04,"5% Down Payment (8Yrs,10Yrs)",Rent
karmell,SODIC,New Zayed,Residential,Duplex,212,,,25060000,118207.5472,10,10 Yrs,0.05,,,2029,Fully Finished,,,2025-09-25,Farah,Direct Sales,04,"5% Down Payment (8Yrs,10Yrs)",Sell
VYE SODIC,SODIC,New Zayed,Residential,Townhouse,198,,,34741000,175459.596,10,10 Yrs,0.05,,,2027,Core & Shell,,,2025-09-26,Farah,Direct Sales,04,"5% Down Payment (8Yrs,10Yrs)",Sell
VYE SODIC,SODIC,New Zayed,Residential,Townhouse,202,,,28141000,139311.8812,10,10 Yrs,0.05,,,2027,Core & Shell,,,2025-09-27,Farah,Direct Sales,04,"5% Down Payment (8Yrs,10Yrs)",Sell
VYE SODIC,SODIC,New Zayed,Residential,Townhouse,238,,,37568000,157848.7395,10,10 Yrs,0.05,,,2027,Core & Shell,,,2025-09-28,Farah,Direct Sales,04,"5% Down Payment (8Yrs,10Yrs)",Rent
VYE SODIC,SODIC,New Zayed,Residential,Twinhouse,239,,,40978000,171456.0669,10,10 Yrs,0.05,,,2027,Core & Shell,,,2025-09-29,Farah,Direct Sales,04,"5% Down Payment (8Yrs,10Yrs)",Sell
VYE SODIC,SODIC,New Zayed,Residential,Duplex,367,,,27569000,75119.89101,10,10 Yrs,0.05,,,RTM,Semi-Finished,,,2025-09-30,Farah,Nawy,04,"5% Down Payment (8Yrs,10Yrs)",Rent
VYE SODIC,SODIC,New Zayed,Residential,Duplex,297,,,23954000,80653.19865,10,10 Yrs,0.05,,,RTM,Semi-Finished,,,2025-09-25,Farah,Nawy,04,"5% Down Payment (8Yrs,10Yrs)",Rent
Westown The Portal,SODIC,El Sheikh Zayed,Commercial,Office,262,,,74127000,282927.4809,5,5 Yrs,0.1,,,RTM,Core & Shell,,,2025-09-26,Farah,Direct Sales,04,,Rent
Westown The Portal,SODIC,El Sheikh Zayed,Commercial,Office,193,,,54606000,282932.6425,5,5 Yrs,0.1,,,RTM,Core & Shell,,,2025-09-27,Farah,Direct Sales,04,,Sell
Westown The Portal,SODIC,El Sheikh Zayed,Commercial,Office,90,,,25464000,282933.3333,5,5 Yrs,0.1,,,RTM,Core & Shell,,,2025-09-28,Farah,Direct Sales,04,,Rent
Westown The Portal,SODIC,El Sheikh Zayed,Commercial,Office,100,,,28293000,282930,5,5 Yrs,0.1,,,RTM,Core & Shell,,,2025-09-29,Farah,Direct Sales,04,,Sell
The Estates,SODIC,New Zayed,Residential,Villa,620,,,103714000,167280.6452,8,8 Yrs,0.1,,,RTM,Core & Shell,,,2025-09-30,Farah,Direct Sales,04,"10% Down Payment (8Yrs,7Yrs), basement area (188)",Sell
The Estates,SODIC,New Zayed,Residential,Villa,631,,,198057000,313877.9715,8,8 Yrs,0.1,,,RTM,Core & Shell,,,2025-09-25,Farah,Direct Sales,04,"10% Down Payment (8Yrs,7Yrs) , basement area (282)",Rent
The Estates,SODIC,New Zayed,Residential,Villa,432,,,117665000,272372.6852,8,8 Yrs,0.1,,,RTM,Core & Shell,,,2025-09-25,Farah,Direct Sales,04,"10% Down Payment (8Yrs,7Yrs) ",Sell
Westown Medical Center ,SODIC,El Sheikh Zayed,Commercial,Clinic,145,,,24561000,169386.2069,5,5 Yrs,0.1,,,RTM,Fully Finished,,,2025-09-26,Farah,Direct Sales,04,,Sell
Westown Medical Center ,SODIC,El Sheikh Zayed,Commercial,Clinic,80,,,15020000,187750,5,5 Yrs,0.1,,,RTM,Fully Finished,,,2025-09-27,Farah,Direct Sales,04,,Sell
Westown Medical Center ,SODIC,El Sheikh Zayed,Commercial,Clinic,162,,,26951000,166364.1975,5,5 Yrs,0.1,,,RTM,Fully Finished,,,2025-09-28,Farah,Direct Sales,04,,Rent
Westown Medical Center ,SODIC,El Sheikh Zayed,Commercial,Clinic,56,,,10913000,194875,5,5 Yrs,0.1,,,RTM,Fully Finished,,,2025-09-29,Farah,Direct Sales,04,,Sell
Westown Medical Center ,SODIC,El Sheikh Zayed,Commercial,Clinic,71,,,13832000,194816.9014,5,5 Yrs,0.1,,,RTM,Fully Finished,,,2025-09-30,Farah,Direct Sales,04,,Rent
The Estates Residences,SODIC,New Zayed,Residential,Villa,245,,,58413000,238420.4082,8,8 Yrs,0.05,,,2028,Fully Finished,,,2025-09-25,Farah,Direct Sales,04,,Rent
The Estates Residences,SODIC,New Zayed,Residential,Villa,338,,,71866000,212621.3018,8,8 Yrs,0.05,,,2028,Fully Finished,,,2025-09-25,Farah,Direct Sales,04,,Sell
The Estates Residences,SODIC,New Zayed,Residential,Villa,282,,,64927000,230237.5887,8,8 Yrs,0.05,,,2028,Fully Finished,,,2025-09-25,Farah,Direct Sales,04,,Sell
The Estates Residences,SODIC,New Zayed,Residential,Villa,338,,,74248000,219668.6391,8,8 Yrs,0.05,,,2028,Fully Finished,,,2025-09-25,Farah,Direct Sales,04,,Rent
The Estates Residences,SODIC,New Zayed,Residential,Twinhouse,249,,,56320000,226184.739,8,8 Yrs,0.05,,,2028,Fully Finished,,,2025-09-25,Farah,Direct Sales,04,,Sell
The Estates Residences,SODIC,New Zayed,Residential,Twinhouse,249,,,54439000,218630.5221,8,8 Yrs,0.05,,,2028,Fully Finished,,,2025-09-25,Farah,Direct Sales,04,,Rent
The Estates Residences,SODIC,New Zayed,Residential,Twinhouse,249,,,57987000,232879.5181,8,8 Yrs,0.05,,,2028,Fully Finished,,,2025-09-25,Farah,Direct Sales,04,,Sell
The Estates Residences,SODIC,New Zayed,Residential,Penthouse,159,,,22960000,144402.5157,8,8 Yrs,0.05,,,2029,Fully Finished,,,2025-09-26,Farah,Nawy,04,,Sell
The Estates Residences,SODIC,New Zayed,Residential,Penthouse,221,,,28364000,128343.8914,8,8 Yrs,0.05,,,2029,Fully Finished,,,2025-09-27,Farah,Nawy,04,,Rent
The Estates Residences,SODIC,New Zayed,Residential,Penthouse,221,,,30581000,138375.5656,8,8 Yrs,0.05,,,2028,Fully Finished,,,2025-09-28,Farah,Nawy,04,,Sell
The Estates Residences,SODIC,New Zayed,Residential,Penthouse,247,,,34430000,139392.7126,8,8 Yrs,0.05,,,2028,Fully Finished,,,2025-09-29,Farah,Nawy,04,,Sell
Caesar,SODIC,Ras El Hekma,Residential,Villa,546,,,87311000,159910.2564,7,7 Yrs,0.05,,,2028,Fully Finished,,,2025-09-25,Farah,Direct Sales,04,,Rent
Caesar,SODIC,Ras El Hekma,Residential,Villa,396,,,65272000,164828.2828,7,7 Yrs,0.05,,,2028,Fully Finished,,,2025-09-26,Farah,Direct Sales,04,,Rent
Caesar,SODIC,Ras El Hekma,Residential,Villa,546,,,88747000,162540.293,7,7 Yrs,0.05,,,2028,Fully Finished,,,2025-09-27,Farah,Direct Sales,04,,Sell
Caesar,SODIC,Ras El Hekma,Residential,Villa,546,,,83381000,152712.4542,7,7 Yrs,0.05,,,2028,Fully Finished,,,2025-09-28,Farah,Direct Sales,04,,Rent
Caesar,SODIC,Ras El Hekma,Residential,Villa,396,,,64052000,161747.4747,7,7 Yrs,0.05,,,2028,Fully Finished,,,2025-09-29,Farah,Direct Sales,04,,Sell
Caesar,SODIC,Ras El Hekma,Residential,Villa,476,,,90490000,190105.042,7,7 Yrs,0.05,,,2028,Fully Finished,,,2025-09-30,Farah,Direct Sales,04,,Rent
Caesar,SODIC,Ras El Hekma,Residential,Twinhouse,305,,,69791000,228822.9508,7,7 Yrs,0.05,,,2028,Fully Finished,,,2025-09-25,Farah,Direct Sales,04,,Sell
Caesar,SODIC,Ras El Hekma,Residential,Twinhouse,305,,,70267000,230383.6066,7,7 Yrs,0.05,,,2028,Fully Finished,,,2025-09-25,Farah,Direct Sales,04,,Sell
Caesar,SODIC,Ras El Hekma,Residential,Townhouse,230,,,41029000,178386.9565,7,7 Yrs,0.05,,,2028,Fully Finished,,,2025-09-25,Farah,Direct Sales,04,,Sell
Caesar,SODIC,Ras El Hekma,Residential,Townhouse,225,,,36823000,163657.7778,7,7 Yrs,0.05,,,2028,Fully Finished,,,2025-09-25,Farah,Direct Sales,04,,Sell
Caesar,SODIC,Ras El Hekma,Residential,Townhouse,182,,200,42746000,234868.1319,7,7 Yrs,0.05,,,2029,Fully Finished,,,2025-09-25,Farah,Direct Sales,04,,Rent
Caesar,SODIC,Ras El Hekma,Residential,Townhouse,183,,200,39921000,218147.541,7,7 Yrs,0.05,,,2029,Fully Finished,,,2025-09-25,Farah,Direct Sales,04,,Sell
Swanlake Residences,Hassan Allam Properties,1st Settlement,Residential,Apartment,93,,,13900000,149462.3656,10,10 Yrs,0.05,,,2027,Fully Finished,,,2025-09-22,Nour,Nawy,04,,Rent
Swanlake Residences,Hassan Allam Properties,1st Settlement,Residential,Apartment,282,,,53446060,189525.0355,10,10 Yrs,0.05,,,2029,Flexi Finished,,,2025-09-22,Nour,Nawy,04,,Sell
Swanlake Residences,Hassan Allam Properties,1st Settlement,Residential,Apartment,127,,,19700000,155118.1102,10,10 Yrs,0.05,,,2027,Fully Finished,,,2025-09-22,Nour,Nawy,04,,Sell
Swanlake Residences,Hassan Allam Properties,1st Settlement,Residential,Apartment,151,,,22800000,150993.3775,10,10 Yrs,0.05,,,2027,Fully Finished,,,2025-09-22,Nour,Nawy,04,,Sell
Swanlake Residences,Hassan Allam Properties,1st Settlement,Residential,Villa,388,,,99000000,255154.6392,10,10 Yrs,0.05,,,2029,Core & Shell,,,2025-09-22,Nour,Nawy,04,,Sell
Creektown,il Cazar,1st Settlement,Residential,Apartment,128,,,11700000,91406.25,10,7 Yrs - 10 Yrs,0.1,,,New Launch,Core & Shell,,,2025-09-22,Nour,Nawy,04,,Rent
Yellow Residence,Urbnlanes,1st Settlement,Residential,Apartment,103,,,10320327,100197.3495,12,12 Yrs,0.1,,,2029,Core & Shell,,,2025-09-22,Nour,Nawy,04,,Sell
Yellow Residence,Urbnlanes,1st Settlement,Residential,Apartment,80,,,7418160,92727,12,12 Yrs,0.1,,,2029,Core & Shell,,,2025-09-22,Nour,Nawy,04,,Rent
Yellow Residence,Urbnlanes,1st Settlement,Residential,Apartment,127,,,12130378,95514.7874,12,12 Yrs,0.1,,,2029,Core & Shell,,,2025-09-22,Nour,Nawy,04,,Sell
Yellow Residence,Urbnlanes,1st Settlement,Commercial,Office,55,,,10295230,187186,7,7 Yrs,0.05,,,2029,Core & Shell,,,2025-09-22,Nour,Nawy,04,,Sell
Yellow Residence,Urbnlanes,1st Settlement,Commercial,Office,135,,,23116286,171231.7481,7,7 Yrs,0.05,,,2029,Core & Shell,,,2025-09-22,Nour,Nawy,04,,Rent
Yellow Residence,Urbnlanes,1st Settlement,Commercial,Office,97,,,18800583,193820.4433,7,7 Yrs,0.05,,,2029,Core & Shell,,,2025-09-22,Nour,Nawy,04,,Sell
Saada,Horizon Egypt Development,1st Settlement,Commercial,Office,52,,,11837355,227641.4423,7,7 Yrs,0.05,,,2028,Core & Shell,,,2025-09-22,Nour,Nawy,04,,Sell
Saada,Horizon Egypt Development,1st Settlement,Commercial,Office,137,,,34906660,254793.1387,7,7 Yrs,0.05,,,2028,Core & Shell,,,2025-09-22,Nour,Nawy,04,,Rent
Saada,Horizon Egypt Development,1st Settlement,Commercial,Office,112,,,25000860,223221.9643,7,7 Yrs,0.05,,,2028,Core & Shell,,,2025-09-22,Nour,Nawy,04,,Sell
Eelaf Residence,Emaar Rezk Group,1st Settlement,Residential,Apartment,85,,,5764484,67817.45882,10,10 Yrs,0.05,,,2029,Core & Shell,,,2025-09-22,Nour,Nawy,04,,Sell
Eelaf Residence,Emaar Rezk Group,1st Settlement,Residential,Apartment,135,,,9359495,69329.59259,10,10 Yrs,0.05,,,2029,Core & Shell,,,2025-09-22,Nour,Nawy,04,,Sell
Eelaf Residence,Emaar Rezk Group,1st Settlement,Residential,Apartment,170,,,11686943,68746.72353,10,10 Yrs,0.05,,,2029,Core & Shell,,,2025-09-22,Nour,Nawy,04,,Sell
El Montaza Plaza,El Halawani Group,Alexandria,Residential,Apartment,140,,,4950000,35357.14286,3,3 Yrs,0.5,,,RTM,Semi-Finished,,,2025-09-25,Nour,Direct Sales,04,,Sell
El Montaza Plaza,El Halawani Group,Alexandria,Residential,Apartment,165,,,6950000,42121.21212,3,3 Yrs,0.5,,,RTM,Semi-Finished,,,2025-09-25,Nour,Direct Sales,04,,Sell
Solik Gardens,Solik Developments,Alexandria,Residential,Apartment,140,,,9800000,70000,5,5 Yrs,0.2,,,2027,Fully Finished,,,2025-09-25,Nour,Direct Sales,04,,Sell
Solik Gardens,Solik Developments,Alexandria,Residential,Apartment,160,,,10400000,65000,5,5 Yrs,0.2,,,2027,Fully Finished,,,2025-09-25,Nour,Direct Sales,04,,Sell
Solik Gardens,Solik Developments,Alexandria,Residential,Apartment,175,,,11500000,65714.28571,5,5 Yrs,0.2,,,2027,Fully Finished,,,2025-09-25,Nour,Direct Sales,04,,Rent
Solik Gardens,Solik Developments,Alexandria,Residential,Apartment,260,,,16700000,64230.76923,5,5 Yrs,0.2,,,2027,Fully Finished,,,2025-09-25,Nour,Direct Sales,04,,Sell
Smouha Grand View 1,ALEXANDRIA CO. INVESTMENT,Alexandria,Residential,Apartment,184,,,12420000,67500,5,5 Yrs,0.35,,,RTM,Semi-Finished,,,2025-09-25,Nour,Direct Sales,04,,Sell
Smouha Grand View 1,ALEXANDRIA CO. INVESTMENT,Alexandria,Residential,Apartment,202,,,14140000,70000,5,5 Yrs,0.35,,,RTM,Semi-Finished,,,2025-09-25,Nour,Direct Sales,04,,Rent
Smouha Grand View 2,ALEXANDRIA CO. INVESTMENT,Alexandria,Residential,Apartment,112,,,7840000,70000,7,7 Yrs,0.1,,,2029,Semi-Finished,,,2025-09-25,Nour,Direct Sales,04,,Rent
Smouha Grand View 2,ALEXANDRIA CO. INVESTMENT,Alexandria,Residential,Apartment,205,,,20500000,100000,7,7 Yrs,0.1,,,2029,Semi-Finished,,,2025-09-25,Nour,Direct Sales,04,,Sell
Nozha Towers,ALEXANDRIA CO. INVESTMENT,Alexandria,Residential,Apartment,117,,,4860000,41538.46154,6,6 Yrs,0.1,,,2028,Semi-Finished,,,2025-09-25,Nour,Direct Sales,04,,Sell
Nozha Towers,ALEXANDRIA CO. INVESTMENT,Alexandria,Residential,Apartment,161,,,6444000,40024.84472,6,6 Yrs,0.1,,,2028,Semi-Finished,,,2025-09-25,Nour,Direct Sales,04,,Sell
One Ninety,LMD,5th Settlement,Residential,Services Apartment,208,,,50375000,242187.5,3,3 Yrs,0.4,,,2027,Furnished,,,2025-11-23,Nour,Property Finder,02,W Hotel,Sell
One Ninety,LMD,5th Settlement,Residential,Services Apartment,262,,,66321000,253133.5878,3,3 Yrs,0.4,,,2027,Furnished,,,2025-11-25,Nour,Property Finder,02,W Hotel,Sell
One Ninety,LMD,5th Settlement,Residential,Services Apartment,202,,,47963000,237440.5941,3,3 Yrs,0.4,,,2027,Furnished,,,2025-11-25,Nour,Property Finder,02,W Hotel,Sell
One Ninety,LMD,5th Settlement,Residential,Services Apartment,262,,,68415000,261125.9542,3,3 Yrs,0.4,,,2027,Furnished,,,2025-11-25,Nour,Property Finder,02,W Hotel,Sell
One Ninety,LMD,5th Settlement,Commercial,Retail,135,,,60750000,450000,7,7 Yrs,0.4,,,2027,Core & Shell,,,2025-11-25,Nour,Nawy,02,,Sell
One Ninety,LMD,5th Settlement,Commercial,Retail,172,,,100653750,585196.2209,7,7 Yrs,0.4,,,2027,Core & Shell,,,2025-11-25,Nour,Nawy,02,,Sell
One Ninety,LMD,5th Settlement,Commercial,Retail,214,,,107000000,500000,7,7 Yrs,0.4,,,2027,Core & Shell,,,2025-11-25,Nour,Nawy,02,,Sell
One Ninety,LMD,5th Settlement,Commercial,Office,114,,,25845360,226713.6842,7,7 Yrs,0.05,,,2027,Core & Shell,,,2025-11-25,Nour,Nawy,02,,Sell
One Ninety,LMD,5th Settlement,Commercial,Office,135,,,30270000,224222.2222,7,7 Yrs,0.05,,,2027,Core & Shell,,,2025-11-25,Nour,Nawy,02,,Sell
Maspero Business Tower,City Edge,Downtown,Commercial,Retail,292,,,27238000,93280.82192,7,7 Yrs,0.05,,,RTM,Fully Finished,,,2025-11-25,Nour,Nawy,02,,Sell
Maspero Business Tower,City Edge,Downtown,Commercial,Office,184,,,17771000,96581.52174,7,7 Yrs,0.05,,,RTM,Fully Finished,,,2025-11-25,Nour,Nawy,02,,Sell
beta residence,Beta Egypt,October Gardens,Residential,Apartment,117,,22,5050000,43162.39316,7,6 Yrs - 8 Yrs,0.1,,,2029,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Rent
beta residence,Beta Egypt,October Gardens,Residential,Apartment,117,,22,5050000,43162.39316,8,6 Yrs - 8 Yrs,0.15,,,2029,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
beta residence,Beta Egypt,October Gardens,Residential,Apartment,117,,22,5050000,43162.39316,6,6 Yrs - 8 Yrs,0.05,,,2029,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
beta residence,Beta Egypt,October Gardens,Residential,Apartment,140,,,5250000,37500,7,6 Yrs - 8 Yrs,0.1,,,2029,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Rent
beta residence,Beta Egypt,October Gardens,Residential,Apartment,140,,,5250000,37500,8,6 Yrs - 8 Yrs,0.15,,,2029,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Rent
beta residence,Beta Egypt,October Gardens,Residential,Apartment,143,,,5300000,37062.93706,7,6 Yrs - 8 Yrs,0.1,,,2029,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
beta residence,Beta Egypt,October Gardens,Residential,Apartment,143,,,5300000,37062.93706,8,6 Yrs - 8 Yrs,0.15,,,2029,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
beta residence,Beta Egypt,October Gardens,Residential,Apartment,143,,,5300000,37062.93706,6,6 Yrs - 8 Yrs,0.05,,,2029,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
beta residence,Beta Egypt,October Gardens,Residential,Apartment,138,,,7200000,52173.91304,7,6 Yrs - 8 Yrs,0.1,,,2029,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Rent
beta residence,Beta Egypt,October Gardens,Residential,Apartment,138,,,7200000,52173.91304,8,6 Yrs - 8 Yrs,0.15,,,2029,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
beta residence,Beta Egypt,October Gardens,Residential,Apartment,138,,,7200000,52173.91304,6,6 Yrs - 8 Yrs,0.05,,,2029,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
beta residence,Beta Egypt,,Residential,Apartment,180,,,7400000,41111.11111,7,6 Yrs - 8 Yrs,0.1,,,2029,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
beta residence,Beta Egypt,October Gardens,Residential,Apartment,180,,,7400000,41111.11111,8,6 Yrs - 8 Yrs,0.15,,,2029,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
beta residence,Beta Egypt,October Gardens,Residential,Apartment,180,,,7400000,41111.11111,6,6 Yrs - 8 Yrs,0.05,,,2029,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
mountain view 3,Mountain View,5th Settlement,Residential,Villa,300,,365,80766760,269222.5333,8,8 Yrs,0.1,,,2026,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
the address east,Dorra Group,5th Settlement,Residential,Apartment,121,,80,6100000,50413.22314,0,Cash,1,,,2025,Fully Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
the address east,Dorra Group,5th Settlement,Residential,Apartment,140,,,6300000,45000,0,Cash,1,,,2025,Fully Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
the address east,Dorra Group,5th Settlement,Residential,Apartment,147,,,6600000,44897.95918,0,Cash,1,,,2025,Fully Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
the address east,Dorra Group,5th Settlement,Residential,Apartment,140,,100,7000000,50000,0,Cash,1,,,2025,Fully Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
the address east,Dorra Group,5th Settlement,Residential,Apartment,160,,,7200000,45000,0,Cash,1,,,2025,Fully Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Rent
the address east,Dorra Group,5th Settlement,Residential,Apartment,171,,,7700000,45029.23977,0,Cash,1,,,2025,Fully Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
the address east,Dorra Group,5th Settlement,Residential,Apartment,160,,120,8000000,50000,0,Cash,1,,,2025,Fully Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Rent
O West Orascom,Orascom,6th of October,Residential,Apartment,77,,,7029000,91285.71429,9,9 Yrs,0.1,,,2027,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Rent
O West Orascom,Orascom,6th of October,Residential,Apartment,94,,,8668000,92212.76596,9,9 Yrs,0.05,,,2030,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Rent
O West Orascom,Orascom,6th of October,Residential,Apartment,99,,,9718000,98161.61616,9,9 Yrs,0.05,,,2030,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Rent
O West Orascom,Orascom,6th of October,Residential,Apartment,136,,199,16966000,124750,9,9 Yrs,0.1,,,2029,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
O West Orascom,Orascom,6th of October,Residential,Apartment,84,,,7668000,91285.71429,9,9 Yrs,0.1,,,2027,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
O West Orascom,Orascom,6th of October,Residential,Apartment,160,,200,19876000,124225,9,9 Yrs,0.1,,,2029,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
O West Orascom,Orascom,6th of October,Residential,Townhouse,169,,84,22184000,131266.2722,9,9 Yrs,0.1,,,2029,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,with a roof 38m,Sell
O West Orascom,Orascom,6th of October,Residential,Townhouse,173,,84,26383000,152502.8902,9,9 Yrs,0.1,,,2029,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,with a roof 38m,Rent
O West Orascom,Orascom,6th of October,Residential,Townhouse,177,,271,31421000,177519.774,9,9 Yrs,0.1,,,2029,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,with a roof 39m,Rent
O West Orascom,Orascom,6th of October,Residential,Villa,212,,280,29980000,141415.0943,9,9 Yrs,0.05,,,2030,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,with a roof 29m,Sell
O West Orascom,Orascom,6th of October,Residential,Villa,263,,404,45132000,171604.5627,9,9 Yrs,0.1,,,2029,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,with a roof 26m,Sell
O West Orascom,Orascom,6th of October,Residential,Villa,336,,301,51945000,154598.2143,9,9 Yrs,0.1,,,2029,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
O West Orascom,Orascom,6th of October,Residential,Villa,405,,407,65615000,162012.3457,9,9 Yrs,0.1,,,2029,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Rent
O West Orascom,Orascom,6th of October,Residential,Villa,517,,818,104495000,202117.9884,9,9 Yrs,0.1,,,2029,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,with a roof 34m,Rent
O West Orascom,Orascom,6th of October,Residential,Duplex,212,,,19481000,91891.50943,9,9 Yrs,0.1,,,2027,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Rent
O West Orascom,Orascom,6th of October,Residential,Duplex,235,,49,23938000,101863.8298,9,9 Yrs,0.1,,,2029,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
O West Orascom,Orascom,6th of October,Residential,Duplex,222,,,19489000,87788.28829,9,9 Yrs,0.1,,,2027,Semi-Finished,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
O West Orascom,Orascom,6th of October,Residential,Duplex,248,,49,25184000,101548.3871,9,9 Yrs,0.1,,,2029,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
O West Orascom,Orascom,6th of October,Residential,Twinhouse,204,,293,39320000,192745.098,9,9 Yrs,0.1,,,2029,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Rent
O West Orascom,Orascom,6th of October,Residential,Twinhouse,260,,343,41099000,158073.0769,9,9 Yrs,0.1,,,2029,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Rent
O West Orascom,Orascom,6th of October,Residential,Penthouse,122,,,11757000,96368.85246,9,9 Yrs,0.1,,,2030,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
O West Orascom,Orascom,6th of October,Residential,Penthouse,125,,,12046000,96368,9,9 Yrs,0.05,,,2030,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
O West Orascom,Orascom,6th of October,Residential,Penthouse,146,,,14441000,98910.9589,9,9 Yrs,0.05,,,2030,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,with a roof 45m,Sell
O West Orascom,Orascom,6th of October,Residential,Villa,227,,520,46518000,204925.1101,9,9 Yrs,0.1,,,2030,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,with a roof 49m  -  one-story villa,Rent
sun capital,Arabia Holding,October Gardens,Residential,Apartment,116,,,7035000,60646.55172,6,6 Yrs,0.1,,,2026,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
sun capital,Arabia Holding,October Gardens,Residential,Apartment,104,,60,7850000,75480.76923,6,6 Yrs,0.1,,,2026,Core & Shell,,,2025-11-25,M.Abdalaziz,Nawy,02,,Sell
